"Plot Title: QANASIASSAT_UTC_2021"
"#","Date Time, GMT-02:00","Temp, °C (LGR S/N: 20362477, SEN S/N: 20362477)","Event, units (LGR S/N: 20362477, SEN S/N: 20362477, LBL: rain)"
10335,06/20/2022 06.52.09 PM,,3042.00
10336,06/20/2022 07.00.00 PM,7.582,
10337,06/20/2022 07.01.05 PM,,3043.00
10338,06/20/2022 07.06.37 PM,,3044.00
10339,06/20/2022 07.13.37 PM,,3045.00
10340,06/20/2022 07.20.01 PM,,3046.00
10341,06/20/2022 07.29.44 PM,,3047.00
10342,06/20/2022 07.34.28 PM,,3048.00
10343,06/20/2022 07.41.32 PM,,3049.00
10344,06/20/2022 07.46.22 PM,,3050.00
10345,06/20/2022 07.50.43 PM,,3051.00
10346,06/20/2022 07.54.27 PM,,3052.00
10347,06/20/2022 08.00.00 PM,7.179,
10348,06/20/2022 08.02.56 PM,,3053.00
10349,06/20/2022 08.12.33 PM,,3054.00
10350,06/20/2022 08.22.09 PM,,3055.00
10351,06/20/2022 08.28.00 PM,,3056.00
10352,06/20/2022 08.44.49 PM,,3057.00
10353,06/20/2022 08.50.18 PM,,3058.00
10354,06/20/2022 09.00.00 PM,6.877,
10355,06/20/2022 09.01.18 PM,,3059.00
10356,06/20/2022 09.08.59 PM,,3060.00
10357,06/20/2022 09.39.58 PM,,3061.00
10358,06/20/2022 09.54.15 PM,,3062.00
10359,06/20/2022 10.00.00 PM,6.471,
10360,06/20/2022 10.09.59 PM,,3063.00
10361,06/20/2022 10.26.28 PM,,3064.00
10362,06/20/2022 10.56.50 PM,,3065.00
10363,06/20/2022 11.00.00 PM,6.370,
10364,06/21/2022 12.00.00 AM,6.370,
10365,06/21/2022 12.24.01 AM,,3066.00
10366,06/21/2022 01.00.00 AM,6.268,
10367,06/21/2022 01.08.44 AM,,3067.00
10368,06/21/2022 01.49.49 AM,,3068.00
10369,06/21/2022 02.00.00 AM,5.655,
10370,06/21/2022 02.21.43 AM,,3069.00
10371,06/21/2022 03.00.00 AM,5.757,
10372,06/21/2022 04.00.00 AM,5.860,
10373,06/21/2022 04.31.45 AM,,3070.00
10374,06/21/2022 05.00.00 AM,5.552,
10375,06/21/2022 06.00.00 AM,5.962,
10376,06/21/2022 07.00.00 AM,6.370,
10377,06/21/2022 08.00.00 AM,6.471,
10378,06/21/2022 09.00.00 AM,7.079,
10379,06/21/2022 10.00.00 AM,7.782,
10380,06/21/2022 11.00.00 AM,8.382,
10381,06/21/2022 12.00.00 PM,8.779,
10382,06/21/2022 01.00.00 PM,9.472,
10383,06/21/2022 02.00.00 PM,12.304,
10384,06/21/2022 03.00.00 PM,13.365,
10385,06/21/2022 04.00.00 PM,13.750,
10386,06/21/2022 05.00.00 PM,14.804,
10387,06/21/2022 06.00.00 PM,14.325,
10388,06/21/2022 07.00.00 PM,13.269,
10389,06/21/2022 08.00.00 PM,12.594,
10390,06/21/2022 09.00.00 PM,10.748,
10391,06/21/2022 10.00.00 PM,8.182,
10392,06/21/2022 11.00.00 PM,6.674,
10393,06/22/2022 12.00.00 AM,6.064,
10394,06/22/2022 01.00.00 AM,5.347,
10395,06/22/2022 02.00.00 AM,4.934,
10396,06/22/2022 03.00.00 AM,4.623,
10397,06/22/2022 04.00.00 AM,5.037,
10398,06/22/2022 05.00.00 AM,5.757,
10399,06/22/2022 06.00.00 AM,5.962,
10400,06/22/2022 07.00.00 AM,6.268,
10401,06/22/2022 08.00.00 AM,6.370,
10402,06/22/2022 09.00.00 AM,7.179,
10403,06/22/2022 10.00.00 AM,9.768,
10404,06/22/2022 11.00.00 AM,9.472,
10405,06/22/2022 12.00.00 PM,9.866,
10406,06/22/2022 01.00.00 PM,10.748,
10407,06/22/2022 02.00.00 PM,12.497,
10408,06/22/2022 03.00.00 PM,13.461,
10409,06/22/2022 04.00.00 PM,14.230,
10410,06/22/2022 05.00.00 PM,14.900,
10411,06/22/2022 06.00.00 PM,15.569,
10412,06/22/2022 07.00.00 PM,14.804,
10413,06/22/2022 08.00.00 PM,13.750,
10414,06/22/2022 09.00.00 PM,12.690,
10415,06/22/2022 10.00.00 PM,11.916,
10416,06/22/2022 11.00.00 PM,11.041,
10417,06/23/2022 12.00.00 AM,10.553,
10418,06/23/2022 01.00.00 AM,10.161,
10419,06/23/2022 02.00.00 AM,9.373,
10420,06/23/2022 03.00.00 AM,8.082,
10421,06/23/2022 04.00.00 AM,6.573,
10422,06/23/2022 05.00.00 AM,5.757,
10423,06/23/2022 06.00.00 AM,5.450,
10424,06/23/2022 07.00.00 AM,5.757,
10425,06/23/2022 08.00.00 AM,7.983,
10426,06/23/2022 09.00.00 AM,10.944,
10427,06/23/2022 10.00.00 AM,11.722,
10428,06/23/2022 11.00.00 AM,13.846,
10429,06/23/2022 12.00.00 PM,15.664,
10430,06/23/2022 01.00.00 PM,15.282,
10431,06/23/2022 02.00.00 PM,18.426,
10432,06/23/2022 03.00.00 PM,18.521,
10433,06/23/2022 04.00.00 PM,19.187,
10434,06/23/2022 05.00.00 PM,20.519,
10435,06/23/2022 06.00.00 PM,18.331,
10436,06/23/2022 07.00.00 PM,16.046,
10437,06/23/2022 08.00.00 PM,13.750,
10438,06/23/2022 09.00.00 PM,12.787,
10439,06/23/2022 10.00.00 PM,10.357,
10440,06/23/2022 11.00.00 PM,8.978,
10441,06/24/2022 12.00.00 AM,7.882,
10442,06/24/2022 01.00.00 AM,8.082,
10443,06/24/2022 02.00.00 AM,7.782,
10444,06/24/2022 03.00.00 AM,7.381,
10445,06/24/2022 04.00.00 AM,7.179,
10446,06/24/2022 05.00.00 AM,7.481,
10447,06/24/2022 06.00.00 AM,8.082,
10448,06/24/2022 07.00.00 AM,8.581,
10449,06/24/2022 08.00.00 AM,9.571,
10450,06/24/2022 09.00.00 AM,9.866,
10451,06/24/2022 10.00.00 AM,9.965,
10452,06/24/2022 11.00.00 AM,11.139,
10453,06/24/2022 12.00.00 PM,10.944,
10454,06/24/2022 01.00.00 PM,13.269,
10455,06/24/2022 02.00.00 PM,12.787,
10456,06/24/2022 03.00.00 PM,12.690,
10457,06/24/2022 04.00.00 PM,12.980,
10458,06/24/2022 05.00.00 PM,12.883,
10459,06/24/2022 06.00.00 PM,12.013,
10460,06/24/2022 07.00.00 PM,11.431,
10461,06/24/2022 08.00.00 PM,11.139,
10462,06/24/2022 09.00.00 PM,10.455,
10463,06/24/2022 10.00.00 PM,9.571,
10464,06/24/2022 11.00.00 PM,8.978,
10465,06/25/2022 12.00.00 AM,8.382,
10466,06/25/2022 01.00.00 AM,8.182,
10467,06/25/2022 02.00.00 AM,8.082,
10468,06/25/2022 03.00.00 AM,7.782,
10469,06/25/2022 04.00.00 AM,7.582,
10470,06/25/2022 05.00.00 AM,7.983,
10471,06/25/2022 06.00.00 AM,8.879,
10472,06/25/2022 07.00.00 AM,9.472,
10473,06/25/2022 08.00.00 AM,9.669,
10474,06/25/2022 09.00.00 AM,10.846,
10475,06/25/2022 10.00.00 AM,11.528,
10476,06/25/2022 11.00.00 AM,12.304,
10477,06/25/2022 12.00.00 PM,12.690,
10478,06/25/2022 01.00.00 PM,13.461,
10479,06/25/2022 02.00.00 PM,15.855,
10480,06/25/2022 03.00.00 PM,17.760,
10481,06/25/2022 03.31.28 PM,,3071.00
10482,06/25/2022 03.39.19 PM,,3072.00
10483,06/25/2022 03.54.40 PM,,3073.00
10484,06/25/2022 03.59.32 PM,,3074.00
10485,06/25/2022 04.00.00 PM,12.497,
10486,06/25/2022 04.04.03 PM,,3075.00
10487,06/25/2022 04.07.06 PM,,3076.00
10488,06/25/2022 04.12.16 PM,,3077.00
10489,06/25/2022 04.18.31 PM,,3078.00
10490,06/25/2022 04.26.56 PM,,3079.00
10491,06/25/2022 04.35.24 PM,,3080.00
10492,06/25/2022 05.00.00 PM,11.139,
10493,06/25/2022 05.04.53 PM,,3081.00
10494,06/25/2022 05.28.17 PM,,3082.00
10495,06/25/2022 05.51.10 PM,,3083.00
10496,06/25/2022 06.00.00 PM,11.625,
10497,06/25/2022 06.21.57 PM,,3084.00
10498,06/25/2022 06.31.00 PM,,3085.00
10499,06/25/2022 06.37.33 PM,,3086.00
10500,06/25/2022 06.44.20 PM,,3087.00
10501,06/25/2022 06.49.28 PM,,3088.00
10502,06/25/2022 06.55.52 PM,,3089.00
10503,06/25/2022 07.00.00 PM,10.553,
10504,06/25/2022 07.03.01 PM,,3090.00
10505,06/25/2022 07.06.53 PM,,3091.00
10506,06/25/2022 07.11.25 PM,,3092.00
10507,06/25/2022 07.19.15 PM,,3093.00
10508,06/25/2022 07.31.19 PM,,3094.00
10509,06/25/2022 07.44.04 PM,,3095.00
10510,06/25/2022 07.59.15 PM,,3096.00
10511,06/25/2022 08.00.00 PM,9.768,
10512,06/25/2022 08.09.31 PM,,3097.00
10513,06/25/2022 08.14.22 PM,,3098.00
10514,06/25/2022 08.21.05 PM,,3099.00
10515,06/25/2022 08.26.20 PM,,3100.00
10516,06/25/2022 08.33.55 PM,,3101.00
10517,06/25/2022 08.39.37 PM,,3102.00
10518,06/25/2022 08.44.11 PM,,3103.00
10519,06/25/2022 08.53.14 PM,,3104.00
10520,06/25/2022 08.57.06 PM,,3105.00
10521,06/25/2022 09.00.00 PM,8.879,
10522,06/25/2022 09.03.26 PM,,3106.00
10523,06/25/2022 09.11.31 PM,,3107.00
10524,06/25/2022 09.17.57 PM,,3108.00
10525,06/25/2022 09.23.17 PM,,3109.00
10526,06/25/2022 09.27.17 PM,,3110.00
10527,06/25/2022 09.31.04 PM,,3111.00
10528,06/25/2022 09.36.48 PM,,3112.00
10529,06/25/2022 09.44.48 PM,,3113.00
10530,06/25/2022 09.49.35 PM,,3114.00
10531,06/25/2022 09.53.58 PM,,3115.00
10532,06/25/2022 09.58.11 PM,,3116.00
10533,06/25/2022 10.00.00 PM,8.481,
10534,06/25/2022 10.02.53 PM,,3117.00
10535,06/25/2022 10.08.15 PM,,3118.00
10536,06/25/2022 10.10.09 PM,,3119.00
10537,06/25/2022 10.12.03 PM,,3120.00
10538,06/25/2022 10.14.43 PM,,3121.00
10539,06/25/2022 10.17.32 PM,,3122.00
10540,06/25/2022 10.21.30 PM,,3123.00
10541,06/25/2022 10.25.42 PM,,3124.00
10542,06/25/2022 10.28.04 PM,,3125.00
10543,06/25/2022 10.30.37 PM,,3126.00
10544,06/25/2022 10.32.42 PM,,3127.00
10545,06/25/2022 10.34.56 PM,,3128.00
10546,06/25/2022 10.37.27 PM,,3129.00
10547,06/25/2022 10.39.10 PM,,3130.00
10548,06/25/2022 10.41.32 PM,,3131.00
10549,06/25/2022 10.43.12 PM,,3132.00
10550,06/25/2022 10.45.17 PM,,3133.00
10551,06/25/2022 10.50.03 PM,,3134.00
10552,06/25/2022 10.53.49 PM,,3135.00
10553,06/25/2022 10.56.09 PM,,3136.00
10554,06/25/2022 11.00.00 PM,8.481,
10555,06/25/2022 11.01.03 PM,,3137.00
10556,06/25/2022 11.07.32 PM,,3138.00
10557,06/25/2022 11.16.34 PM,,3139.00
10558,06/25/2022 11.24.35 PM,,3140.00
10559,06/25/2022 11.35.55 PM,,3141.00
10560,06/25/2022 11.41.15 PM,,3142.00
10561,06/25/2022 11.45.32 PM,,3143.00
10562,06/25/2022 11.50.13 PM,,3144.00
10563,06/26/2022 12.00.00 AM,7.582,
10564,06/26/2022 12.02.40 AM,,3145.00
10565,06/26/2022 12.07.04 AM,,3146.00
10566,06/26/2022 12.18.42 AM,,3147.00
10567,06/26/2022 12.29.04 AM,,3148.00
10568,06/26/2022 12.40.48 AM,,3149.00
10569,06/26/2022 12.51.14 AM,,3150.00
10570,06/26/2022 12.55.22 AM,,3151.00
10571,06/26/2022 12.59.52 AM,,3152.00
10572,06/26/2022 01.00.00 AM,7.381,
10573,06/26/2022 01.03.45 AM,,3153.00
10574,06/26/2022 01.05.24 AM,,3154.00
10575,06/26/2022 01.06.37 AM,,3155.00
10576,06/26/2022 01.07.37 AM,,3156.00
10577,06/26/2022 01.08.22 AM,,3157.00
10578,06/26/2022 01.08.57 AM,,3158.00
10579,06/26/2022 01.10.29 AM,,3159.00
10580,06/26/2022 01.13.05 AM,,3160.00
10581,06/26/2022 01.15.42 AM,,3161.00
10582,06/26/2022 01.17.30 AM,,3162.00
10583,06/26/2022 01.18.38 AM,,3163.00
10584,06/26/2022 01.19.49 AM,,3164.00
10585,06/26/2022 01.20.28 AM,,3165.00
10586,06/26/2022 01.20.59 AM,,3166.00
10587,06/26/2022 01.21.40 AM,,3167.00
10588,06/26/2022 01.22.19 AM,,3168.00
10589,06/26/2022 01.23.06 AM,,3169.00
10590,06/26/2022 01.23.24 AM,,3170.00
10591,06/26/2022 01.23.48 AM,,3171.00
10592,06/26/2022 01.24.18 AM,,3172.00
10593,06/26/2022 01.26.09 AM,,3173.00
10594,06/26/2022 01.27.45 AM,,3174.00
10595,06/26/2022 01.28.48 AM,,3175.00
10596,06/26/2022 01.29.37 AM,,3176.00
10597,06/26/2022 01.30.32 AM,,3177.00
10598,06/26/2022 01.31.04 AM,,3178.00
10599,06/26/2022 01.31.42 AM,,3179.00
10600,06/26/2022 01.32.05 AM,,3180.00
10601,06/26/2022 01.32.29 AM,,3181.00
10602,06/26/2022 01.32.47 AM,,3182.00
10603,06/26/2022 01.33.22 AM,,3183.00
10604,06/26/2022 01.34.18 AM,,3184.00
10605,06/26/2022 01.35.37 AM,,3185.00
10606,06/26/2022 01.36.33 AM,,3186.00
10607,06/26/2022 01.37.15 AM,,3187.00
10608,06/26/2022 01.38.07 AM,,3188.00
10609,06/26/2022 01.38.55 AM,,3189.00
10610,06/26/2022 01.39.36 AM,,3190.00
10611,06/26/2022 01.40.49 AM,,3191.00
10612,06/26/2022 01.42.16 AM,,3192.00
10613,06/26/2022 01.44.03 AM,,3193.00
10614,06/26/2022 01.45.36 AM,,3194.00
10615,06/26/2022 01.47.47 AM,,3195.00
10616,06/26/2022 01.49.50 AM,,3196.00
10617,06/26/2022 01.53.48 AM,,3197.00
10618,06/26/2022 01.57.18 AM,,3198.00
10619,06/26/2022 02.00.00 AM,7.079,
10620,06/26/2022 02.01.03 AM,,3199.00
10621,06/26/2022 02.04.19 AM,,3200.00
10622,06/26/2022 02.09.15 AM,,3201.00
10623,06/26/2022 02.15.39 AM,,3202.00
10624,06/26/2022 02.21.19 AM,,3203.00
10625,06/26/2022 02.26.43 AM,,3204.00
10626,06/26/2022 02.33.00 AM,,3205.00
10627,06/26/2022 02.37.33 AM,,3206.00
10628,06/26/2022 02.43.22 AM,,3207.00
10629,06/26/2022 02.48.00 AM,,3208.00
10630,06/26/2022 02.55.20 AM,,3209.00
10631,06/26/2022 03.00.00 AM,6.674,
10632,06/26/2022 03.01.13 AM,,3210.00
10633,06/26/2022 03.07.32 AM,,3211.00
10634,06/26/2022 03.13.32 AM,,3212.00
10635,06/26/2022 03.18.36 AM,,3213.00
10636,06/26/2022 03.25.10 AM,,3214.00
10637,06/26/2022 03.32.26 AM,,3215.00
10638,06/26/2022 03.39.33 AM,,3216.00
10639,06/26/2022 03.48.40 AM,,3217.00
10640,06/26/2022 03.56.49 AM,,3218.00
10641,06/26/2022 04.00.00 AM,6.978,
10642,06/26/2022 04.04.46 AM,,3219.00
10643,06/26/2022 04.10.21 AM,,3220.00
10644,06/26/2022 04.16.07 AM,,3221.00
10645,06/26/2022 04.20.44 AM,,3222.00
10646,06/26/2022 04.25.10 AM,,3223.00
10647,06/26/2022 04.28.29 AM,,3224.00
10648,06/26/2022 04.33.25 AM,,3225.00
10649,06/26/2022 04.37.07 AM,,3226.00
10650,06/26/2022 04.41.05 AM,,3227.00
10651,06/26/2022 04.44.02 AM,,3228.00
10652,06/26/2022 04.47.09 AM,,3229.00
10653,06/26/2022 04.50.01 AM,,3230.00
10654,06/26/2022 04.53.12 AM,,3231.00
10655,06/26/2022 04.56.33 AM,,3232.00
10656,06/26/2022 05.00.00 AM,6.978,
10657,06/26/2022 05.00.01 AM,,3233.00
10658,06/26/2022 05.03.42 AM,,3234.00
10659,06/26/2022 05.09.10 AM,,3235.00
10660,06/26/2022 05.12.42 AM,,3236.00
10661,06/26/2022 05.16.05 AM,,3237.00
10662,06/26/2022 05.19.56 AM,,3238.00
10663,06/26/2022 05.24.17 AM,,3239.00
10664,06/26/2022 05.27.44 AM,,3240.00
10665,06/26/2022 05.31.49 AM,,3241.00
10666,06/26/2022 05.34.58 AM,,3242.00
10667,06/26/2022 05.38.22 AM,,3243.00
10668,06/26/2022 05.41.11 AM,,3244.00
10669,06/26/2022 05.43.42 AM,,3245.00
10670,06/26/2022 05.46.13 AM,,3246.00
10671,06/26/2022 05.49.53 AM,,3247.00
10672,06/26/2022 06.00.00 AM,7.179,
10673,06/26/2022 06.02.26 AM,,3248.00
10674,06/26/2022 06.14.24 AM,,3249.00
10675,06/26/2022 06.25.56 AM,,3250.00
10676,06/26/2022 06.38.39 AM,,3251.00
10677,06/26/2022 06.52.00 AM,,3252.00
10678,06/26/2022 07.00.00 AM,6.877,
10679,06/26/2022 07.03.03 AM,,3253.00
10680,06/26/2022 07.10.05 AM,,3254.00
10681,06/26/2022 07.16.23 AM,,3255.00
10682,06/26/2022 07.21.44 AM,,3256.00
10683,06/26/2022 07.27.15 AM,,3257.00
10684,06/26/2022 07.32.07 AM,,3258.00
10685,06/26/2022 07.39.11 AM,,3259.00
10686,06/26/2022 07.46.42 AM,,3260.00
10687,06/26/2022 07.54.26 AM,,3261.00
10688,06/26/2022 08.00.00 AM,7.079,
10689,06/26/2022 08.06.04 AM,,3262.00
10690,06/26/2022 08.21.53 AM,,3263.00
10691,06/26/2022 08.38.17 AM,,3264.00
10692,06/26/2022 08.58.57 AM,,3265.00
10693,06/26/2022 09.00.00 AM,7.682,
10694,06/26/2022 10.00.00 AM,8.082,
10695,06/26/2022 10.02.44 AM,,3266.00
10696,06/26/2022 11.00.00 AM,8.481,
10697,06/26/2022 12.00.00 PM,9.866,
10698,06/26/2022 01.00.00 PM,10.748,
10699,06/26/2022 02.00.00 PM,11.722,
10700,06/26/2022 03.00.00 PM,10.944,
10701,06/26/2022 04.00.00 PM,9.768,
10702,06/26/2022 05.00.00 PM,9.866,
10703,06/26/2022 06.00.00 PM,9.472,
10704,06/26/2022 07.00.00 PM,9.965,
10705,06/26/2022 08.00.00 PM,9.275,
10706,06/26/2022 09.00.00 PM,8.481,
10707,06/26/2022 10.00.00 PM,7.682,
10708,06/26/2022 11.00.00 PM,7.381,
10709,06/27/2022 12.00.00 AM,7.079,
10710,06/27/2022 01.00.00 AM,6.978,
10711,06/27/2022 02.00.00 AM,6.674,
10712,06/27/2022 02.02.29 AM,,3267.00
10713,06/27/2022 03.00.00 AM,6.268,
10714,06/27/2022 04.00.00 AM,6.064,
10715,06/27/2022 05.00.00 AM,6.268,
10716,06/27/2022 06.00.00 AM,6.775,
10717,06/27/2022 07.00.00 AM,7.280,
10718,06/27/2022 08.00.00 AM,7.882,
10719,06/27/2022 09.00.00 AM,8.382,
10720,06/27/2022 09.02.18 AM,,3268.00
10721,06/27/2022 10.00.00 AM,9.866,
10722,06/27/2022 11.00.00 AM,9.768,
10723,06/27/2022 12.00.00 PM,12.594,
10724,06/27/2022 01.00.00 PM,11.236,
10725,06/27/2022 02.00.00 PM,13.076,
10726,06/27/2022 03.00.00 PM,14.134,
10727,06/27/2022 04.00.00 PM,13.076,
10728,06/27/2022 05.00.00 PM,14.134,
10729,06/27/2022 06.00.00 PM,14.709,
10730,06/27/2022 07.00.00 PM,12.497,
10731,06/27/2022 08.00.00 PM,12.594,
10732,06/27/2022 09.00.00 PM,11.819,
10733,06/27/2022 10.00.00 PM,8.382,
10734,06/27/2022 11.00.00 PM,7.079,
10735,06/28/2022 12.00.00 AM,6.268,
10736,06/28/2022 01.00.00 AM,5.552,
10737,06/28/2022 02.00.00 AM,4.831,
10738,06/28/2022 03.00.00 AM,5.757,
10739,06/28/2022 04.00.00 AM,6.775,
10740,06/28/2022 05.00.00 AM,7.381,
10741,06/28/2022 06.00.00 AM,7.983,
10742,06/28/2022 07.00.00 AM,8.581,
10743,06/28/2022 08.00.00 AM,8.779,
10744,06/28/2022 08.32.59 AM,,3269.00
10745,06/28/2022 09.00.00 AM,8.382,
10746,06/28/2022 09.03.50 AM,,3270.00
10747,06/28/2022 09.12.29 AM,,3271.00
10748,06/28/2022 09.18.36 AM,,3272.00
10749,06/28/2022 09.21.30 AM,,3273.00
10750,06/28/2022 09.24.32 AM,,3274.00
10751,06/28/2022 09.29.30 AM,,3275.00
10752,06/28/2022 09.34.25 AM,,3276.00
10753,06/28/2022 09.50.51 AM,,3277.00
10754,06/28/2022 10.00.00 AM,8.779,
10755,06/28/2022 10.05.13 AM,,3278.00
10756,06/28/2022 10.53.40 AM,,3279.00
10757,06/28/2022 11.00.00 AM,9.176,
10758,06/28/2022 11.02.10 AM,,3280.00
10759,06/28/2022 12.00.00 PM,9.472,
10760,06/28/2022 12.02.27 PM,,3281.00
10761,06/28/2022 12.10.29 PM,,3282.00
10762,06/28/2022 12.18.27 PM,,3283.00
10763,06/28/2022 12.26.54 PM,,3284.00
10764,06/28/2022 12.37.38 PM,,3285.00
10765,06/28/2022 12.49.31 PM,,3286.00
10766,06/28/2022 01.00.00 PM,9.768,
10767,06/28/2022 01.08.59 PM,,3287.00
10768,06/28/2022 01.36.28 PM,,3288.00
10769,06/28/2022 01.55.08 PM,,3289.00
10770,06/28/2022 02.00.00 PM,9.571,
10771,06/28/2022 02.09.35 PM,,3290.00
10772,06/28/2022 02.24.35 PM,,3291.00
10773,06/28/2022 02.30.30 PM,,3292.00
10774,06/28/2022 02.32.55 PM,,3293.00
10775,06/28/2022 02.35.19 PM,,3294.00
10776,06/28/2022 02.39.55 PM,,3295.00
10777,06/28/2022 02.43.31 PM,,3296.00
10778,06/28/2022 03.00.00 PM,10.063,
10779,06/28/2022 04.00.00 PM,10.063,
10780,06/28/2022 05.00.00 PM,10.651,
10781,06/28/2022 06.00.00 PM,10.748,
10782,06/28/2022 07.00.00 PM,10.651,
10783,06/28/2022 08.00.00 PM,10.455,
10784,06/28/2022 08.20.19 PM,,3297.00
10785,06/28/2022 08.41.29 PM,,3298.00
10786,06/28/2022 08.49.12 PM,,3299.00
10787,06/28/2022 08.52.51 PM,,3300.00
10788,06/28/2022 08.58.25 PM,,3301.00
10789,06/28/2022 09.00.00 PM,10.161,
10790,06/28/2022 09.03.43 PM,,3302.00
10791,06/28/2022 09.08.42 PM,,3303.00
10792,06/28/2022 09.11.18 PM,,3304.00
10793,06/28/2022 09.15.31 PM,,3305.00
10794,06/28/2022 09.21.51 PM,,3306.00
10795,06/28/2022 09.26.42 PM,,3307.00
10796,06/28/2022 09.30.27 PM,,3308.00
10797,06/28/2022 09.39.26 PM,,3309.00
10798,06/28/2022 09.52.40 PM,,3310.00
10799,06/28/2022 10.00.00 PM,9.472,
10800,06/28/2022 10.01.56 PM,,3311.00
10801,06/28/2022 10.10.44 PM,,3312.00
10802,06/28/2022 10.44.07 PM,,3313.00
10803,06/28/2022 10.52.36 PM,,3314.00
10804,06/28/2022 10.56.25 PM,,3315.00
10805,06/28/2022 11.00.00 PM,9.176,
10806,06/28/2022 11.00.58 PM,,3316.00
10807,06/28/2022 11.05.51 PM,,3317.00
10808,06/28/2022 11.08.04 PM,,3318.00
10809,06/28/2022 11.11.06 PM,,3319.00
10810,06/28/2022 11.15.28 PM,,3320.00
10811,06/28/2022 11.21.02 PM,,3321.00
10812,06/28/2022 11.24.17 PM,,3322.00
10813,06/28/2022 11.29.46 PM,,3323.00
10814,06/28/2022 11.37.22 PM,,3324.00
10815,06/28/2022 11.52.20 PM,,3325.00
10816,06/29/2022 12.00.00 AM,9.275,
10817,06/29/2022 12.00.25 AM,,3326.00
10818,06/29/2022 12.06.01 AM,,3327.00
10819,06/29/2022 12.09.25 AM,,3328.00
10820,06/29/2022 12.16.29 AM,,3329.00
10821,06/29/2022 01.00.00 AM,9.176,
10822,06/29/2022 01.01.28 AM,,3330.00
10823,06/29/2022 01.23.10 AM,,3331.00
10824,06/29/2022 01.30.29 AM,,3332.00
10825,06/29/2022 02.00.00 AM,8.879,
10826,06/29/2022 03.00.00 AM,8.581,
10827,06/29/2022 04.00.00 AM,9.275,
10828,06/29/2022 04.11.39 AM,,3333.00
10829,06/29/2022 04.25.05 AM,,3334.00
10830,06/29/2022 05.00.00 AM,9.275,
10831,06/29/2022 05.15.48 AM,,3335.00
10832,06/29/2022 05.37.05 AM,,3336.00
10833,06/29/2022 05.47.17 AM,,3337.00
10834,06/29/2022 05.50.39 AM,,3338.00
10835,06/29/2022 05.56.22 AM,,3339.00
10836,06/29/2022 06.00.00 AM,8.779,
10837,06/29/2022 06.02.29 AM,,3340.00
10838,06/29/2022 06.27.53 AM,,3341.00
10839,06/29/2022 06.58.41 AM,,3342.00
10840,06/29/2022 07.00.00 AM,8.978,
10841,06/29/2022 07.05.02 AM,,3343.00
10842,06/29/2022 07.09.07 AM,,3344.00
10843,06/29/2022 07.12.35 AM,,3345.00
10844,06/29/2022 07.14.19 AM,,3346.00
10845,06/29/2022 07.17.15 AM,,3347.00
10846,06/29/2022 07.22.00 AM,,3348.00
10847,06/29/2022 07.25.57 AM,,3349.00
10848,06/29/2022 07.28.44 AM,,3350.00
10849,06/29/2022 07.33.42 AM,,3351.00
10850,06/29/2022 07.39.21 AM,,3352.00
10851,06/29/2022 07.43.24 AM,,3353.00
10852,06/29/2022 07.51.20 AM,,3354.00
10853,06/29/2022 07.59.11 AM,,3355.00
10854,06/29/2022 08.00.00 AM,8.680,
10855,06/29/2022 08.04.52 AM,,3356.00
10856,06/29/2022 08.11.35 AM,,3357.00
10857,06/29/2022 08.15.05 AM,,3358.00
10858,06/29/2022 08.22.57 AM,,3359.00
10859,06/29/2022 08.33.58 AM,,3360.00
10860,06/29/2022 08.40.49 AM,,3361.00
10861,06/29/2022 08.44.55 AM,,3362.00
10862,06/29/2022 08.47.36 AM,,3363.00
10863,06/29/2022 08.50.14 AM,,3364.00
10864,06/29/2022 08.58.39 AM,,3365.00
10865,06/29/2022 09.00.00 AM,7.280,
10866,06/29/2022 09.16.00 AM,,3366.00
10867,06/29/2022 09.34.21 AM,,3367.00
10868,06/29/2022 09.43.29 AM,,3368.00
10869,06/29/2022 09.51.05 AM,,3369.00
10870,06/29/2022 09.56.57 AM,,3370.00
10871,06/29/2022 10.00.00 AM,6.471,
10872,06/29/2022 10.06.03 AM,,3371.00
10873,06/29/2022 10.14.52 AM,,3372.00
10874,06/29/2022 10.31.54 AM,,3373.00
10875,06/29/2022 10.59.23 AM,,3374.00
10876,06/29/2022 11.00.00 AM,7.481,
10877,06/29/2022 11.27.27 AM,,3375.00
10878,06/29/2022 11.36.56 AM,,3376.00
10879,06/29/2022 12.00.00 PM,8.082,
10880,06/29/2022 12.11.32 PM,,3377.00
10881,06/29/2022 01.00.00 PM,8.581,
10882,06/29/2022 02.00.00 PM,7.682,
10883,06/29/2022 03.00.00 PM,7.882,
10884,06/29/2022 04.00.00 PM,8.182,
10885,06/29/2022 04.00.38 PM,,3378.00
10886,06/29/2022 04.46.09 PM,,3379.00
10887,06/29/2022 05.00.00 PM,8.481,
10888,06/29/2022 05.36.21 PM,,3380.00
10889,06/29/2022 06.00.00 PM,7.882,
10890,06/29/2022 07.00.00 PM,8.581,
10891,06/29/2022 08.00.00 PM,7.882,
10892,06/29/2022 09.00.00 PM,6.978,
10893,06/29/2022 09.20.23 PM,,3381.00
10894,06/29/2022 10.00.00 PM,6.471,
10895,06/29/2022 11.00.00 PM,6.064,
10896,06/30/2022 12.00.00 AM,6.166,
10897,06/30/2022 01.00.00 AM,6.064,
10898,06/30/2022 02.00.00 AM,5.962,
